id,hotel_id,room_type,description,price_per_night,capacity,amenities
268,66,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",428,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
269,66,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",634,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
270,66,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",830,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
271,67,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",158,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
272,67,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",496,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
273,67,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",702,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
274,67,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",1492,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
275,68,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",123,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
276,68,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",205,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
277,68,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",432,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
278,69,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",142,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
279,69,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",620,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
280,69,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",2150,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
281,70,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",188,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
282,70,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",247,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
283,70,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",501,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
284,70,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",1681,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
285,71,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",152,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
286,71,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",279,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
287,71,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",342,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
288,71,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",769,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
289,71,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",1349,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
290,72,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",174,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
291,72,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",376,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
292,72,Suite Prestige,"Une suite de 85 m² pensée comme un appartement de luxe : deux salles de bain, une cuisine équipée, un salon avec système home cinéma et une terrasse aménagée avec bain à remous.",925,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
293,72,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",3967,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
294,73,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",152,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
295,73,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",621,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
296,73,Suite Prestige,"Une suite de 85 m² pensée comme un appartement de luxe : deux salles de bain, une cuisine équipée, un salon avec système home cinéma et une terrasse aménagée avec bain à remous.",1375,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
297,73,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",3922,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
298,74,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",125,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
299,74,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",270,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
300,74,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",501,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
301,74,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",1448,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
302,74,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",2047,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
303,75,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",168,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
304,75,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",239,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
305,75,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",392,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
306,75,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",647,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
307,75,Suite Prestige,"Une suite de 85 m² pensée comme un appartement de luxe : deux salles de bain, une cuisine équipée, un salon avec système home cinéma et une terrasse aménagée avec bain à remous.",1028,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
308,76,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",154,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
309,76,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",409,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
310,76,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",609,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
311,76,Suite Prestige,"Une suite de 85 m² pensée comme un appartement de luxe : deux salles de bain, une cuisine équipée, un salon avec système home cinéma et une terrasse aménagée avec bain à remous.",1190,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
312,77,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",122,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
313,77,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",219,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
314,77,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",401,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
315,77,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",2505,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
316,78,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",147,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
317,78,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",371,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
318,78,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",644,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
319,79,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",190,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
320,79,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",219,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
321,79,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",1403,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
322,79,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",3600,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
323,80,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",125,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
324,80,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",563,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
325,80,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",1398,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
326,80,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",1555,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
327,81,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",199,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
328,81,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",259,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
329,81,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",339,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
330,81,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",708,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
331,81,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",1266,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
332,82,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",190,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
333,82,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",1219,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
334,82,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",3839,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
335,83,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",150,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
336,83,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",209,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
337,83,Suite Prestige,"Une suite de 85 m² pensée comme un appartement de luxe : deux salles de bain, une cuisine équipée, un salon avec système home cinéma et une terrasse aménagée avec bain à remous.",1353,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
338,83,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",1910,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
339,84,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",137,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
340,84,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",380,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
341,84,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",903,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
342,85,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",192,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
343,85,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",219,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
344,85,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",431,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
345,85,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",3941,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
346,86,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",187,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
347,86,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",290,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
348,86,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",423,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
349,86,Suite Prestige,"Une suite de 85 m² pensée comme un appartement de luxe : deux salles de bain, une cuisine équipée, un salon avec système home cinéma et une terrasse aménagée avec bain à remous.",1056,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
350,86,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",3025,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
351,87,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",181,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
352,87,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",303,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
353,87,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",468,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
354,87,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",3297,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
355,88,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",166,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
